piid,mod,signed,effective,completion,obligated,total_obligated,total_base_all,contracting_office,funding_office,pop_state,pop_city,pop_county,pop_zip,pop_cd,vendor,vendor_state,psc,psc_desc,naics,naics_desc,description,initiative,action_type
36C24E24N0220,P00001,2025-05-01,2024-09-30,2025-05-01,0.00,335296.84,335296.84,RPO EAST (36C24E),"VHACO DISCOVERY, EDUC, AND AFFILIATED NETWORKS",DC,WASHINGTON,DISTRICT OF COLUMBIA,204200001,98,"SCITECH SERVICES, INC.",,Q301,REFERENCE LABORATORY TESTING,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C26225D0075,P00001,2025-05-01,2025-04-01,,0.00,0.00,0.00,262-NETWORK CONTRACT OFFICE 22 (36C262),600-VA LONG BEACH HLTCAR SYS(00600),,,,,,"DI BIASSI, CORP.",,V225,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: AMBULANCE,621910,AMBULANCE SERVICES,TERMINATION FOR CONVENIENCE DUE TO GAO PROTEST. REQUIREMENT TO BE RE-SOLICITED.,,IDC
36C26224P2035,P00001,2025-05-02,2024-09-01,2025-05-02,-44.78,18605.22,18605.22,262-NETWORK CONTRACT OFFICE 22 (36C262),605-VA LOMA LINDA HLTHCR SYS(00605),CA,LOMA LINDA,SAN BERNARDINO,923571000,23,INLAND PRESORT AND MAILING SERVICES,,R613,SUPPORT- ADMINISTRATIVE: POST OFFICE,561499,ALL OTHER BUSINESS SUPPORT SERVICES,TERMINATION FOR GOVERNMENT CONVENIENCE BASED ON INCORRECT BILLING AND DECREASE IN NEED OF 3RD PARTY SERVICE. PRESORT MAIL-SCM,,PURCHASE ORDER
36E77620C0033,P00002,2025-05-02,2020-02-27,2025-02-25,-24670.00,134330.00,134330.00,PCAC (36C776),VA CENTRAL OFFICE,MA,QUINCY,NORFOLK,021694005,08,ALARES LLC,,R799,SUPPORT- MANAGEMENT: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,MENLO PARK ENHANCED USE LEASE EUL,,DEFINITIVE CONTRACT
36C24723P0263,P00006,2025-05-05,2023-02-01,2026-01-31,-5070.00,15700.00,21778.00,247-NETWORK CONTRACT OFFICE 7 (36C247),534-CHARLESTON (00534)(36C534),SC,CHARLESTON,CHARLESTON,294011690,06,NEW YORK UNIVERSITY,,R420,SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",NICHE LEADERSHIP TRAINING,,PURCHASE ORDER
36C26224P1551,P00001,2025-05-05,2024-06-13,2025-04-18,0.00,18000.00,18000.00,262-NETWORK CONTRACT OFFICE 22 (36C262),691-VA GREATER LA HLTHCR SYS(00691),CA,LOS ANGELES,LOS ANGELES,900731003,32,WAHLBANGERS DRUM CIRCLE,,G004,SOCIAL- SOCIAL REHABILITATION,624190,OTHER INDIVIDUAL AND FAMILY SERVICES,DRUM CIRCLE MUSIC THERAPY SERVICES: TERMINATION FOR CONVENIENCE EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C26325P0196,P00001,2025-05-05,2025-01-26,2025-04-21,-92000.00,0.00,0.00,NETWORK CONTRACT OFFICE 23 (36C263),618-MINNEAPOLIS VA MED CTR (00618),MN,MINNEAPOLIS,HENNEPIN,554172309,05,I3 FEDERAL LLC,,R422,SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION,541910,MARKETING RESEARCH AND PUBLIC OPINION POLLING,TERMINATION FOR THE GOVERNMENT'S CONVENIENCE - DEOBLIGATION MODIFICATION,,PURCHASE ORDER
36C77623P0061,P00004,2025-05-05,2023-06-01,2025-04-18,-66675.00,161925.00,161925.00,PCAC (36C776),PCAC (36C776),VA,FREDERICKSBURG,SPOTSYLVANIA,224076874,07,ALL IN SOLUTIONS LLC,,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,CASE MANAGEMENT ONLINE TRAINING.  TERMINATION FOR CONVENIENCE AGREEMENT.  EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C24723P0936,P00003,2025-05-06,2023-06-13,2025-03-31,-4800.00,1571.25,1571.25,247-NETWORK CONTRACT OFFICE 7 (36C247),521-BIRMINGHAM(00521)(36C521),AL,BIRMINGHAM,JEFFERSON,352331121,07,UNIVERSITY OF ALABAMA AT BIRMINGHAM,,AN21,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; BASIC RESEARCH,532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,ROTOMETER LEASE	TERMINATE FOR CONVENIENCE,,PURCHASE ORDER
36C26323P0907,P00003,2025-05-06,2023-09-01,2025-04-10,0.00,5990.00,14975.00,NETWORK CONTRACT OFFICE 23 (36C263),618-MINNEAPOLIS VA MED CTR (00618),MA,BOSTON,SUFFOLK,021142509,08,"MASSACHUSETTS GENERAL HOSPITAL, THE",,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,SCHWARTZ CENTER MEMBERSHIP. TERMINATION AND NO-COST SETTLEMENT.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10X24N0068,P00004,2025-05-07,2024-01-25,2025-02-25,-269447.08,700404.85,700404.85,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,CHANTILLY,FAIRFAX,201513933,11,TITAN ALPHA LLC,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE AGREEMENT,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24921N0503,P00004,2025-05-07,2021-06-24,2025-04-15,-162979.49,0.00,0.00,249-NETWORK CONTRACT OFFICE 9 (36C249),596-LEXINGTON(00596),OH,MENTOR,LAKE,440601834,14,STERIS CORPORATION,,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,TERMINATE FOR CONVENIENCE.  NO COST SETTLEMENT.,,DELIVERY ORDER
36C25623P1326,P00003,2025-05-07,2023-08-01,2025-05-07,-14501.25,24168.75,82173.75,256-NETWORK CONTRACT OFFICE 16 (36C256),564-FAYETTEVILLE (00564),AR,FAYETTEVILLE,WASHINGTON,727036210,03,"SENTINEL SERVICES, LLC",,J065,"MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,"AUTOCLAVE PM SERVICE AT FAYETTEVILLE, AR",,PURCHASE ORDER
36C25725C0033,P00001,2025-05-07,2025-04-14,2025-05-07,-757751.00,0.00,0.00,257-NETWORK CONTRACT OFFICE 17 (36C257),257-NETWORK CONTRACT OFFICE 17 (36C257),TX,SAN ANTONIO,BEXAR,782294416,20,"WICHITA FALLS TRI-TECH, LLC",,N059,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,STX FISHER HOUSE GENERATOR AND INSTALLATION. TERMINATE FOR GOVERNMENT CONVENIENCE CORRECTIVE ACTION TO GAO PROTEST.,,DEFINITIVE CONTRACT
36C26223N0949,P00005,2025-05-07,2023-09-28,2025-04-18,-329585.03,1316741.60,1316741.60,262-NETWORK CONTRACT OFFICE 22 (36C262),605-VA LOMA LINDA HLTHCR SYS(00605),CA,LOMA LINDA,SAN BERNARDINO,923571000,23,THE ARBINGER COMPANY,,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,OUTWARD MINDSET TRAINING SERVICES - THE ACTION TAKEN IS A TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24124D0066,P00001,2025-05-08,2024-05-01,,0.00,0.00,277897.99,241-NETWORK CONTRACT OFFICE 01 (36C241),VETERANS HEALTH ADMINISTRATION,,,,,,BROWN UNIVERSITY,,AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,541714,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),RESEARCH STUDY SURVEY,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,IDC
36C24124N0810,P00002,2025-05-08,2024-06-03,2025-04-30,-33940.48,69173.86,69173.86,241-NETWORK CONTRACT OFFICE 01 (36C241),VETERANS HEALTH ADMINISTRATION,RI,PROVIDENCE,PROVIDENCE,029080001,01,BROWN UNIVERSITY,,AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,541714,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),RESEARCH STUDY SURVEY,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24725P0581,P00001,2025-05-08,2025-04-14,2025-05-13,-21699.36,0.00,0.00,247-NETWORK CONTRACT OFFICE 7 (36C247),544-COLUMBIA (00544)(36C544),SC,COLUMBIA,RICHLAND,292092110,02,"CORPORATE VISION, INC.",,N099,INSTALLATION OF EQUIPMENT- MISCELLANEOUS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,"SLIDING DOOR REPLACEMENT COLUMBIA VA MEDICAL CENTER, COLUMBIA, SC",,PURCHASE ORDER
36C25924P0734,P00001,2025-05-08,2024-05-10,2025-01-30,-10330.00,8820.00,8820.00,NETWORK CONTRACT OFFICE 19 (36C259),554-DENVER (00554),CO,AURORA,ADAMS,800457603,06,FREEMAN ROLAND,,R799,SUPPORT- MANAGEMENT: OTHER,813110,RELIGIOUS ORGANIZATIONS,CATHOLIC CHAPLAIN SERVICES TERMINATION FOR CONVENIENCE DUE TO PASSING,,PURCHASE ORDER
36C77624N1002,P00002,2025-05-08,2024-09-30,2025-02-25,-949456.90,685645.94,685645.94,PCAC (36C776),PCAC (36C776),WY,CHEYENNE,LARAMIE,820013527,00,INNOVET HEALTH LLC,,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,CDS TASK ORDER 16.  TERMINATION FOR CONVENIENCE AGREEMENT.  EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X24F0100,P00002,2025-05-09,2024-09-10,2025-02-25,-145725.26,45829.74,45829.74,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),OK,DURANT,BRYAN,747010252,02,"KAUFFMAN & ASSOCIATES, INC.",,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE - TRIBAL CONSULTATION SERVICES - EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING.,,BPA CALL
36C24421D0105,P00005,2025-05-09,2021-09-21,,0.00,0.00,871050.00,244-NETWORK CONTRACT OFFICE 4 (36C244),642-PHILADELPHIA (00642)(36C642),,,,,,"VOS GROUP LLC, THE",,9140,FUEL OILS,324110,PETROLEUM REFINERIES,TERMINATION FOR CONVENIENCE,,IDC
36C24425P0008,P00001,2025-05-12,2024-12-16,2025-05-09,-146000.00,36500.00,36500.00,244-NETWORK CONTRACT OFFICE 4 (36C244),693-WILKES BARRE(00693)(36C693),PA,WILKES BARRE,LUZERNE,187110316,08,A&B TECHNICAL LLC,,Q522,MEDICAL- RADIOLOGY,621512,DIAGNOSTIC IMAGING CENTERS,PARTIAL TERMINATE FOR CONVENIENCE - INTERIM MOBILE PET/CT LEASE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C25723F0111,P00007,2025-05-12,2023-10-01,2025-04-01,-9887.71,15958.05,60958.05,257-NETWORK CONTRACT OFFICE 17 (36C257),504-AMARILLO (00504),TX,AMARILLO,POTTER,791061990,13,"DBP, INC.",,Q603,MEDICAL TRANSCRIPTIONS,561410,DOCUMENT PREPARATION SERVICES,AMARILLO MEDICAL TRANSCRIPTION SERVICE - TERMINATION FOR CONVENIENCE,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C10X24N0183,P00002,2025-05-13,2024-09-30,2025-02-25,-2149044.80,1668455.20,1668455.20,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,FAIRFAX,FAIRFAX,220306112,11,"CLIENT FIRST TECHNOLOGIES, INC",,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"TERMINATION FOR CONVENIENCE IN FULL, SETTLEMENT OF TERMINATION PROPOSAL",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
36C24722C0081,P00007,2025-05-13,2022-02-28,2027-02-27,-54636.00,147082.90,203075.90,247-NETWORK CONTRACT OFFICE 7 (36C247),544-COLUMBIA (00544)(36C544),SC,COLUMBIA,RICHLAND,292092110,02,UNIVERSITY OF SOUTH CAROLINA,,AH53,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; EXPERIMENTAL DEVELOPMENT,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,TERMINATION FOR CONVENIENCE OF THE GOVERNMENT BY EXECUTIVE ORDER,,DEFINITIVE CONTRACT
36C24E23D0030,P00003,2025-05-13,2023-07-01,,0.00,0.00,129365.00,RPO EAST (36C24E),RPO EAST (36C24E),,,,,,BROWN UNIVERSITY,,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,541940,VETERINARY SERVICES,ANIMAL CARE,,IDC
36C26325P0616,P00002,2025-05-13,2025-04-01,2026-03-31,-99463.44,0.00,0.00,NETWORK CONTRACT OFFICE 23 (36C263),618-MINNEAPOLIS VA MED CTR (00618),MN,MINNEAPOLIS,HENNEPIN,554172309,05,"COX SUBSCRIPTIONS, INC.",,R605,SUPPORT- ADMINISTRATIVE: LIBRARY,519210,LIBRARIES AND ARCHIVES,TERMINATION,,PURCHASE ORDER
36C26224P0247,P00002,2025-05-14,2023-11-20,2025-05-08,0.00,44958.55,120182.63,262-NETWORK CONTRACT OFFICE 22 (36C262),649 PRESCOTT (00649),AZ,PRESCOTT,YAVAPAI,863135001,02,ALDEVRA LLC,,J041,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT",811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,REFRIGERATION PMI - TERMINATION FOR CONVENIENCE,,PURCHASE ORDER
36C10X23N0129,P00007,2025-05-15,2023-08-27,2025-02-25,-1883574.64,3224213.57,4846191.57,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),VA,MANASSAS,PRINCE WILLIAM,201092243,10,"INFORMATION SCIENCES CONSULTING, INCORPORATED",,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION SETTLEMENT - EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING.,,DELIVERY ORDER
36C24124C0058,P00002,2025-05-15,2024-04-24,2025-05-21,-654690.41,43873.59,43873.59,241-NETWORK CONTRACT OFFICE 01 (36C241),523-BOSTON (00523)(36C523),MA,JAMAICA PLAIN,SUFFOLK,021304817,07,ROTHWELL CONSTRUCTION LLC,,Z2DA,REPAIR OR ALTERATION OF HOSPITALS AND INFIRMARIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,MOD P00002- TERMINATION FOR CONVENIENCE FOR 523-23-005 REPLACE FLOORS OR PACU SDSU,,DEFINITIVE CONTRACT
36C24E24N0213,P00001,2025-05-15,2024-09-21,2025-03-05,-920298.66,818373.34,818373.34,RPO EAST (36C24E),RPO EAST (36C24E),MA,BEDFORD,MIDDLESEX,017301488,06,"PATHFINDER CONSULTANTS, LLC",,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PROFESSIONAL ACQUISITION SUPPORT SERVICES - TERMINATED FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C24E24N0214,P00002,2025-05-15,2024-09-21,2025-03-05,-485413.72,307066.28,307066.28,RPO EAST (36C24E),RPO EAST (36C24E),NY,TARRYTOWN,WESTCHESTER,105910002,17,"PATHFINDER CONSULTANTS, LLC",,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PROFESSIONAL ACQUISITION SUPPORT SERVICES - TERMINATED FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C24E24N0215,P00001,2025-05-15,2024-09-21,2025-03-05,-155476.16,326979.84,326979.84,RPO EAST (36C24E),RPO EAST (36C24E),PA,ASPINWALL,ALLEGHENY,152151625,17,"PATHFINDER CONSULTANTS, LLC",,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PROFESSIONAL ACQUISITION SUPPORT SERVICES - TERMINATED FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C24E24N0216,P00001,2025-05-15,2024-09-21,2025-03-05,-469271.87,530688.13,530688.13,RPO EAST (36C24E),RPO EAST (36C24E),MD,LINTHICUM HEIGHTS,ANNE ARUNDEL,210902700,03,"PATHFINDER CONSULTANTS, LLC",,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE AGREEMENT - PROFESSIONAL ACQUISITION SUPPORT SERVICES,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C24E24N0217,P00002,2025-05-15,2024-09-21,2025-03-05,-503386.34,454553.16,454553.16,RPO EAST (36C24E),RPO EAST (36C24E),NC,DURHAM,DURHAM,277077001,04,"PATHFINDER CONSULTANTS, LLC",,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PROFESSIONAL ACQUISITION SUPPORT SERVICES - TERMINATED FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C24E24N0218,P00002,2025-05-15,2024-09-21,2025-03-05,-173883.16,316268.84,316268.84,RPO EAST (36C24E),RPO EAST (36C24E),FL,TAMPA,HILLSBOROUGH,336127099,15,"PATHFINDER CONSULTANTS, LLC",,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PROFESSIONAL ACQUISITION SUPPORT SERVICES - TERMINATED FOR CONVENIENCE.,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C24E24N0219,P00001,2025-05-15,2024-09-21,2025-03-05,-348547.06,509868.94,509868.94,RPO EAST (36C24E),RPO EAST (36C24E),PA,ASPINWALL,ALLEGHENY,152151625,17,"PATHFINDER CONSULTANTS, LLC",,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE AGREEMENT - PROFESSIONAL ACQUISITION SUPPORT SERVICES,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,BPA CALL
36C25821P0210,P00005,2025-05-15,2021-07-07,2025-03-05,0.00,17840.00,31220.00,262-NETWORK CONTRACT OFFICE 22 (36C262),501-ALBUERQUE (00501),NM,ALBUQUERQUE,BERNALILLO,871085153,01,"AMERICAN NATIONAL STANDARDS INSTITUTE, INCORPORATED",,AN11,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE UNDER EO RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C24225P0883,P00001,2025-05-16,2025-04-30,2030-04-30,-27455.04,0.00,0.00,242-NETWORK CONTRACT OFFICE 02 (36C242),242-NETWORK CONTRACT OFFICE 02 (36C242),NY,CANANDAIGUA,ONTARIO,144241159,24,CSIC SOLUTIONS LLC,,H259,EQUIPMENT AND MATERIALS TESTING- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,811310,COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE,"TERMINATION FOR CONVENIENCE - DEFECT IN TECHNICAL EVALUATION LED TO TERMINATION OF CURRENT AWARD, AND A NEW AWARD WILL BE MADE TO THE APPROPRIATE VENDOR.",,PURCHASE ORDER
36C77624N0410,P00002,2025-05-16,2024-05-06,2025-02-25,0.00,134717.04,134717.04,PCAC (36C776),PCAC (36C776),MD,ANNAPOLIS,ANNE ARUNDEL,214033246,03,TAURIAN CONSULTING LLC,,R799,SUPPORT- MANAGEMENT: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE AGREEMENT - SAVINGS $0,,DELIVERY ORDER
36C77624N0823,P00002,2025-05-16,2024-09-25,2025-02-25,0.00,219316.66,219316.66,PCAC (36C776),PCAC (36C776),MD,ANNAPOLIS,ANNE ARUNDEL,214033246,03,TAURIAN CONSULTING LLC,,R799,SUPPORT- MANAGEMENT: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,TERMINATION FOR CONVENIENCE AGREEMENT,,DELIVERY ORDER
36C10D23N0009,P00002,2025-05-19,2023-08-07,2023-09-11,-74166.96,-0.00,0.00,VETERANS BENEFITS ADMIN (36C10D),VBA OFFICE OF BUSINESS INTEGRATION,DC,WASHINGTON,DISTRICT OF COLUMBIA,200061053,98,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,R499,SUPPORT- PROFESSIONAL: OTHER,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA PROCESSING, WEB HOSTING, AND RELATED SERVICES",FILE CONVERSION SERVICES - TERMINATION (COMPLETE),,DELIVERY ORDER
36C10X20P0038,P00009,2025-05-19,2020-03-25,2025-02-25,-27220.94,1339069.78,1339069.78,SAC FREDERICK (36C10X),SAC FREDERICK (36C10X),MD,FREDERICK,FREDERICK,217032817,06,"640 ACRES, LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"VA ACQUISITION ACADEMY (VAAA) ACQUISITION INTERNSHIP SCHOOL (AIS) OPERATIONAL SUPPORT SERVICES. NO-COST SETTLEMENT AGREEMENT FOR TERMINATION FOR GOVERNMENT CONVENIENCE IAW FAR 52.212-4(L), AND DE-OBLIGATION OF OP 4 FUNDS.",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C26225P0218,P00001,2025-05-19,2024-12-01,2025-11-30,-170519.99,56840.01,56840.01,262-NETWORK CONTRACT OFFICE 22 (36C262),600-VA LONG BEACH HLTCAR SYS(00600),CA,LONG BEACH,LOS ANGELES,908221001,42,STERILECO LLC,,Q901,HEALTHCARE ENVIRONMENTAL CLEANING,561720,JANITORIAL SERVICES,SPECIALIZED JANITORIAL SVCS TO INCLUDE SURGICAL ROOMS,,PURCHASE ORDER
36C77624N0823,P00003,2025-05-19,2024-09-25,2025-02-25,-100341.14,219316.66,219316.66,PCAC (36C776),PCAC (36C776),MD,ANNAPOLIS,ANNE ARUNDEL,214033246,03,TAURIAN CONSULTING LLC,,R799,SUPPORT- MANAGEMENT: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"TERMINATION FOR CONVENIENCE AGREEMENT - SAVINGS: $100,341.14",,DELIVERY ORDER
36C77624P0088,P00001,2025-05-19,2024-09-25,2025-03-05,-121537.35,82730.92,964116.37,PCAC (36C776),623-MUSKOGEE (00623),OK,MUSKOGEE,MUSKOGEE,744014171,02,"THE CRADDOCK GROUP, LLC",,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,"*TERMINATION FOR CONVENIENCE AGREEMENT* - ACTIVATION PROGRAM SUPPORT SERVICES. COST SAVINGS/AVOIDANCE: $121,537.35.",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,PURCHASE ORDER
36C10B23F0182,P00011,2025-05-20,2023-07-07,2025-05-11,0.00,5044065.33,186212627.28,TECHNOLOGY ACQUISITION CENTER NJ (36C10B),TECHNOLOGY ACQUISITION CENTER NJ (36C10B),FL,PORT ORANGE,VOLUSIA,321288318,07,TECHANAX LLC,,DE10,"IT and Telecom - End User as a Service: Help Desk;Tier 1-2,Workspace,Print,Output,Productivity Tools",541519,OTHER COMPUTER RELATED SERVICES,"NOTICE OF TERMINATION FOR CONVENIENCE.
EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING",EO: RADICAL TRANSPARENCY ABOUT WASTEFUL SPENDING,DELIVERY ORDER
